Site,Date,Lat,Lon,Prec1,Prec7,Prec30,MaxP7,MaxP30
P263,24/08/2019,39.58204,22.11037,0,0.52,5.32,0.51,2.79
P263,5/3/2018,39.58204,22.11037,0.11,39.1,211.04,28.62,45.35
P263,18/02/2019,39.58204,22.11037,0,6.84,73.41,4.45,19.47
P263,2/3/2021,39.58204,22.11037,2.06,3.71,46.76,2.06,16.33
P266,6/5/2018,39.568569,22.078457,2.81,8.16,21.51,2.81,7.35
P266,9/5/2019,39.568569,22.078457,0,1.48,42.51,0.71,11.1
P266,24/08/2019,39.568569,22.078457,0,0.52,5.32,0.51,2.79
P266,18/02/2019,39.568569,22.078457,0,6.84,73.41,4.45,19.47
P266,2/3/2021,39.568569,22.078457,2.06,3.71,46.76,2.06,16.33
P300,5/5/2018,39.526683,21.940047,3.18,13.14,20.47,6.13,6.13
PAMISOS,4/5/2018,39.47621275,21.81038153,8.25,12.69,18.84,8.25,8.25
PAMISOS,10/5/2019,39.47621275,21.81038153,0,2.46,45.77,1.35,12.49
PAMISOS,1/9/2019,39.47621275,21.81038153,0,0.04,7.84,0.03,2.85
PAMISOS,9/7/2020,39.47621275,21.81038153,0.01,9.44,16.21,3.15,3.15
PAMISOS,12/7/2021,39.47621275,21.81038153,0.1,0.18,11.75,0.1,4.73
PAMISOS,4/3/2018,39.47621275,21.81038153,1.16,85.2,344.36,36.52,53.65
PAMISOS,17/02/2019,39.47621275,21.81038153,0.42,7.78,120.99,5.14,31.64
PAMISOS,18/02/2020,39.47621275,21.81038153,0,25.92,36.38,20.32,20.32
PAMISSOS,23/04/2018,37.12578056,21.99131111,0,1.47,29.27,0.53,12.71
PAMISSOS,13/04/2021,37.12578056,21.99131111,0,2.79,83.42,1.93,13.45
PAMISSOS,2/7/2018,37.12578056,21.99131111,0.08,80.71,116.36,25.92,25.92
PAMISSOS,4/3/2018,37.12578056,21.99131111,0.19,39.79,210.35,18.35,30.88
PAMISSOS,3/2/2019,37.12578056,21.99131111,0,48.68,379.48,23.46,72.3
PAMISSOS_DW_ARIS,11/4/2021,37.086519,22.00568,0,5.8,83.5,2.02,13.45
PARAPIROS,25/01/2021,38.09837117,21.67300327,8.44,29.86,201.99,14.26,43.83
PARK_KYKL,19/04/2019,38.89842487,21.7852023,1.77,44.85,119.74,14.24,14.24
PARK_KYKL,9/5/2021,38.89842487,21.7852023,0.28,4.1,44.66,3.53,14.72
PARK_KYKL,30/08/2018,38.89842487,21.7852023,0.01,20.4,59.36,16.56,16.56
PARK_KYKL,24/02/2021,38.89842487,21.7852023,0,0.6,212.31,0.55,50.45
PASSOS,21/05/2018,41.095104,25.559501,0.07,2.22,41.84,1.42,14.34
PASSOS,21/05/2019,41.095104,25.559501,0,10.01,35.88,4.06,6.22
PASSOS,16/05/2021,41.095104,25.559501,0.95,1.03,20.98,0.95,6.17
PASSOS,20/02/2019,41.095104,25.559501,0,4.69,126.6,2.71,32.66
PASSOS,17/01/2020,41.095104,25.559501,0.02,1.06,33.55,0.94,27.41
PATRA,29/04/2018,38.21451126,21.71978856,0,0.24,16.23,0.2,5.26
PATRA,12/5/2019,38.21451126,21.71978856,0.42,23.67,73.02,10.57,17.43
PATRA,14/05/2020,38.21451126,21.71978856,0,0.05,13.05,0.05,5.47
PATRA,7/2/2019,38.21451126,21.71978856,6.9,27.83,258.32,14.72,50.21
PELOPION,5/7/2021,37.64264931,21.56727647,0,0.01,12.43,0,3.96
PELOPION,1/2/2021,37.64264931,21.56727647,5.11,58.67,189.07,32.93,35.07
PENTALOFOS_ACHEL,7/4/2019,38.4880282,21.2447262,4.45,11.25,52.48,5.68,14.22
PENTALOFOS_ACHEL,8/2/2019,38.4880282,21.2447262,0.03,6.49,341.99,4.51,55.39
PETHELINO,22/05/2018,40.942397,23.693368,0.41,13.4,72.06,7.48,16.33
PETHELINO,21/05/2019,40.942397,23.693368,0.11,7.89,23.42,4.29,6.82
PETHELINO,30/05/2021,40.942397,23.693368,0,5.05,29.57,3.45,15.77
PETHELINO,14/09/2020,40.942397,23.693368,0,0,9.75,0,3.59
PETHELINO,27/02/2019,40.942397,23.693368,0,8.86,44.54,7.48,9.94
PETHELINO,4/2/2020,40.942397,23.693368,0,0.42,9.11,0.31,4.78
PETRA,22/04/2021,39.15825515,20.78390427,1.2,28.12,49.16,22.05,22.05
PETRA,25/08/2021,39.15825515,20.78390427,0,0.18,0.5,0.14,0.14
PETRA,24/01/2021,39.15825515,20.78390427,52.01,90.98,434.74,52.01,52.01
PIN_IND,17/05/2018,39.713457,22.43364,0.75,17.89,51.5,8.88,13.23
PIN_IND,24/08/2018,39.713457,22.43364,0,1.11,61.36,0.61,12.16
PIN_IND,7/3/2018,39.713457,22.43364,0.55,10.21,217.73,7.55,56.47
PIN_IND,20/02/2019,39.713457,22.43364,0,3.12,75.02,2.08,20.38
PIN_IND,1/3/2021,39.713457,22.43364,1.63,1.65,39.43,1.63,15.3
PINIOS,20/04/2018,37.81041836,21.23455319,0.01,0.09,43.94,0.04,20.76
PINIOS,12/5/2020,37.81041836,21.23455319,0,1.24,10.31,0.68,4.59
PINIOS,3/7/2018,37.81041836,21.23455319,0.05,29.81,108.43,14.51,44.79
PINIOS,20/06/2019,37.81041836,21.23455319,0.16,0.2,5.46,0.16,1.23
PINIOS,21/07/2020,37.81041836,21.23455319,0,3.67,8.83,2.49,2.49
PINIOS,4/6/2021,37.81041836,21.23455319,0,0.11,4.73,0.09,2.64
PINIOS,9/3/2018,37.81041836,21.23455319,5.91,20.64,164.13,9.18,25.95
PINIOS,5/2/2019,37.81041836,21.23455319,0,43.5,210.12,24.38,25.38
PIROS,28/04/2018,38.12798879,21.6243459,0.02,0.06,16.26,0.02,6.69
PIROS,11/5/2019,38.12798879,21.6243459,0.02,21.45,70.79,7.97,20.01
PIROS,16/04/2021,38.12798879,21.6243459,0,0.42,63.91,0.39,11.28
PIROS,7/2/2019,38.12798879,21.6243459,5.06,25.11,270.26,13.61,45.68
PIROS,10/2/2020,38.12798879,21.6243459,0,18.1,46.9,17.29,17.29
PLATANIA,3/5/2018,40.3895417,21.35130417,0.4,3.25,13.71,1.35,3.74
PLATANIA,24/02/2018,40.3895417,21.35130417,4.59,32.95,133.9,9.19,23.88
PLATY,22/07/2021,40.67399322,22.54061186,0,8.9,15.95,8.75,8.75
POLYKASTRO,18/05/2019,41.02184,22.55418,0.81,20.26,36.72,11.11,11.11
POLYKASTRO,26/02/2019,41.02184,22.55418,0.01,5.49,57.04,5.29,15.03
PORTAIK,3/3/2021,39.526511,21.7122,2.4,5.79,89.01,2.91,30.13
PROFITIS_ILIAS,11/5/2019,40.8333806,22.162725,0.36,4.84,59.97,2.25,13.52
PROFITIS_ILIAS,14/05/2021,40.8333806,22.162725,0.31,2.25,52.86,1.19,15.3
PROFITIS_ILIAS,17/09/2018,40.8333806,22.162725,0,0.04,14.2,0.02,9.79
PROFITIS_ILIAS,18/09/2019,40.8333806,22.162725,0,0.03,8.43,0.03,4.48
PROFITIS_ILIAS,2/9/2020,40.8333806,22.162725,0.01,0.01,38.32,0.01,11.55
PROFITIS_ILIAS,30/08/2021,40.8333806,22.162725,0.59,2.33,12.93,0.8,3.54
PROFITIS_ILIAS,23/02/2018,40.8333806,22.162725,4.03,20.54,98.38,5.75,25.41
PROFITIS_ILIAS,22/02/2019,40.8333806,22.162725,0,0.52,113.62,0.51,48.97
PROFITIS_ILIAS,22/01/2020,40.8333806,22.162725,0,0.52,8.07,0.35,3.72
PROMAXON,23/05/2018,41.313228,23.340335,0.31,16.71,73.07,7.08,15.2
PROMAXON,20/05/2019,41.313228,23.340335,0,18.7,64.41,9.26,12.19
PROMAXON,21/09/2018,41.313228,23.340335,0,0.1,15.34,0.09,11.54
PROMAXON,4/9/2020,41.313228,23.340335,0.02,0.02,36.36,0.02,9.83
PROMAXON,28/02/2018,41.313228,23.340335,8.81,47.4,118.24,15.9,15.9
PROMAXON,28/02/2019,41.313228,23.340335,0.21,10.64,61.41,9.94,17.81
PROMAXON,4/2/2020,41.313228,23.340335,0,0.23,5.86,0.17,2.44
PROMAXON,3/2/2021,41.313228,23.340335,0.9,21.69,155.53,9.48,28.21
PSAR_DW,18/05/2019,41.046062,22.662448,0.43,18.93,32.31,11.65,11.65
PSAR_DW,16/05/2021,41.046062,22.662448,3.36,4.1,40.27,3.36,15.43
PSAR_DW,19/09/2018,41.046062,22.662448,0.04,0.17,12.4,0.12,9.98
PSAR_DW,18/09/2019,41.046062,22.662448,0,0.02,2.17,0.02,0.73
PSAR_DW,3/9/2020,41.046062,22.662448,0,0.07,50.3,0.07,21.2
PSAR_DW,31/08/2021,41.046062,22.662448,0,3.54,7.15,1.08,1.75
PSAR_DW,26/02/2019,41.046062,22.662448,0.01,5.62,56.7,5.49,14.87
PSAR_DW,24/01/2020,41.046062,22.662448,0,0.78,4.96,0.43,3.18
PSAR_UP,26/05/2021,41.07316389,22.76336667,0,0.23,9.43,0.15,5.91
PSAR_UP,31/08/2021,41.07316389,22.76336667,0,4.85,8.72,2.26,2.26
PSAR_UP,29/01/2021,41.07316389,22.76336667,0.01,21.33,157.54,7.25,56.31
PSARI,13/04/2021,38.029789,21.38379,0,5.07,58.44,3.62,8.93
PSARI,27/01/2021,38.029789,21.38379,36.84,73.14,203.02,36.84,36.84
RAIZANH,12/2/2020,37.90862724,22.82129841,0,7.62,15.19,5.33,5.33
RASI,13/04/2021,36.981941,22.537475,0,1.26,55.61,0.87,10.23
RENTI,28/05/2021,40.656722,23.620832,1.67,2.54,16.92,1.67,10.51
RENTI,3/9/2021,40.656722,23.620832,0.05,13.59,22.94,6.97,6.97
RENTI,4/2/2021,40.656722,23.620832,0.01,7.11,89.68,3.43,26.4
RIO,7/7/2021,38.286305,21.775322,0,0.05,34.07,0.02,19.32
RIZARI,11/5/2019,40.782143,22.088063,0.44,4.93,58.99,2.31,14.23
RIZARI,16/09/2018,40.782143,22.088063,0.01,0.1,21.24,0.04,16.72
RIZARI,18/09/2019,40.782143,22.088063,0,0.05,9.23,0.05,3.24
RIZARI,2/9/2020,40.782143,22.088063,0.01,0.01,45.59,0.01,17.69
RIZARI,30/08/2021,40.782143,22.088063,0.46,1.4,10.29,0.46,3.1
RIZARI,23/02/2018,40.782143,22.088063,3.42,19.32,94.97,5.56,24.69
RIZARI,26/02/2021,40.782143,22.088063,0,1.59,51.36,0.99,14.59
RYZIA,9/5/2019,41.62557663,26.41945483,0.21,9.85,48.59,4.52,9.78
S15,22/05/2018,40.912552,23.79774,0.43,10.85,70.05,6.52,16.64
S15,21/05/2019,40.912552,23.79774,0.13,7.11,25.84,3.72,7.37
S15,14/09/2020,40.912552,23.79774,0,0,10.07,0,4.82
S15,27/09/2021,40.912552,23.79774,0,7.74,25.3,6.09,6.89
S15,27/02/2019,40.912552,23.79774,0,8.15,42.11,6.37,10.04
S15,4/2/2020,40.912552,23.79774,0.01,0.35,9.36,0.28,5.06
SELAS,12/4/2021,36.99352,21.65053,0,3.18,71.74,1.98,12.79
SELAS,14/06/2021,36.99352,21.65053,0.87,4.29,5.03,1.78,1.78
SELAS,1/2/2021,36.99352,21.65053,0.63,32.18,134.54,17.5,24.63
SIKYON,18/02/2019,37.98064048,22.74752631,0.1,26.64,122,9.96,23.39
SKALA,14/04/2019,36.84859535,22.68023396,2.21,22.71,110.41,17.48,33.03
SKALA,20/05/2020,36.84859535,22.68023396,0,0,14.62,0,11.1
SKALA,25/01/2021,36.84859535,22.68023396,1.28,24.56,123.59,10.77,24.38
SKOPIA,4/5/2018,39.154823,22.491101,0.56,2.03,17.97,0.9,10.07
SKOPIA,31/05/2019,39.154823,22.491101,0.04,1.79,12.1,1.22,3
SKOPIA,12/5/2021,39.154823,22.491101,0,1.22,32.02,1.06,18.04
SKOPIA,4/9/2018,39.154823,22.491101,0,14.92,37.96,14.84,17.07
SKOPIA,1/9/2019,39.154823,22.491101,0.02,0.03,6.29,0.02,2.11
SKOPIA,28/08/2020,39.154823,22.491101,0,1.92,69.03,1.67,48.88
SKOPIA,31/08/2021,39.154823,22.491101,0,0.08,5,0.07,1.02
SPARTI,25/01/2021,37.077451,22.444878,1.88,31.84,160.77,13.02,28.75
T_LAM,7/5/2021,38.87114408,22.47918727,0,0.82,36.15,0.76,16.36
T_LAM,19/02/2021,38.87114408,22.47918727,0.02,47.15,95.4,28.36,28.36
T_SPER,12/7/2021,38.8576222,22.4757528,0.01,0.28,8.55,0.24,2.43
T_XINIADA,4/5/2018,39.119366,22.164597,2.69,6.12,18.84,2.69,4.79
T_XINIADA,1/6/2019,39.119366,22.164597,1.42,4.05,16.41,2.49,4.9
T_XINIADA,22/05/2020,39.119366,22.164597,20.54,20.7,40.94,20.54,20.54
T_XINIADA,4/9/2018,39.119366,22.164597,0,7.82,28.55,7.8,17.39
T_XINIADA,28/08/2020,39.119366,22.164597,0,1.36,55.35,1.36,22.84
T_XINIADA,31/08/2021,39.119366,22.164597,0,0.1,5.46,0.06,1.58
T_XINIADA,5/2/2020,39.119366,22.164597,0.08,0.32,12.7,0.22,4.39
T_XINIADA,20/02/2021,39.119366,22.164597,0,49.95,114,29.6,32.61
T1,2/5/2018,40.7517927,22.1694745,0.31,2.2,12.8,1.05,4.86
T1,12/5/2019,40.7517927,22.1694745,0,3.55,59.77,2.25,13.52
T1,11/5/2020,40.7517927,22.1694745,0.1,3.36,47.91,3.24,10.46
T1,6/10/2018,40.7517927,22.1694745,0.95,16.54,17.83,10.35,10.35
T1,19/07/2019,40.7517927,22.1694745,0.02,30.9,90.72,14.26,34.97
T1,9/7/2020,40.7517927,22.1694745,0,13.96,42.07,5.19,5.51
T1,21/07/2021,40.7517927,22.1694745,0.13,5.22,27.38,4.74,5.08
T1,23/02/2018,40.7517927,22.1694745,4.03,20.54,98.38,5.75,25.41
T1,23/02/2019,40.7517927,22.1694745,0.31,0.31,103.58,0.31,48.97
T1,22/01/2020,40.7517927,22.1694745,0,0.52,8.07,0.35,3.72
T1,26/02/2021,40.7517927,22.1694745,0,1.87,49.11,1.17,13.02
T2,1/5/2018,40.546872,22.329773,2,2.63,11.37,2,4.88
T2,12/5/2019,40.546872,22.329773,0,3.12,61,2.18,17.41
T2,11/5/2020,40.546872,22.329773,0.08,7.73,46.81,7.32,8.91
T2,15/05/2021,40.546872,22.329773,0.01,0.99,57.98,0.83,17.93
T2,7/10/2018,40.546872,22.329773,0.05,21.28,22.47,15.31,15.31
T2,21/07/2019,40.546872,22.329773,0,25.4,109.58,17.34,38.08
T2,8/3/2018,40.546872,22.329773,0.17,11.94,175.77,7.55,36.89
T2,21/02/2019,40.546872,22.329773,0,0.27,129.77,0.25,40.54
T2,23/01/2020,40.546872,22.329773,0,1.23,8.3,0.75,3.29
T2,27/02/2021,40.546872,22.329773,0,1.09,42.63,0.57,13.05
TAGER,26/02/2018,37.623696,25.136161,0.12,14.87,40.85,5.79,10.04
TANOS,29/01/2021,37.429188,22.752727,0,21.26,75.8,11.55,16.12
TERPSITHEA,6/5/2018,39.634724,22.354996,4.99,10.56,21.51,4.99,6.17
TERPSITHEA,24/08/2018,39.634724,22.354996,0,0.72,46.81,0.35,10.2
TERPSITHEA,22/08/2019,39.634724,22.354996,0,4.95,7.94,2.29,2.29
TERPSITHEA,5/3/2018,39.634724,22.354996,0.05,42.41,217.15,32.97,53.32
TERPSITHEA,19/02/2019,39.634724,22.354996,0,7.14,71.35,3.14,21.7
TERPSITHEA,2/3/2021,39.634724,22.354996,1.46,2.74,40.59,1.46,15.21
THOK,15/04/2019,37.41756452,22.08756002,2.8,51.67,123.05,19.04,25.74
THOK,27/02/2018,37.41756452,22.08756002,16.07,49.92,158.12,16.92,24.92
THOK,5/3/2019,37.41756452,22.08756002,0.69,9.45,83.87,7.48,34.67
THOK,26/01/2021,37.41756452,22.08756002,9.04,35.56,171.25,14.82,29.95
TIMIOS,14/04/2019,37.825124,22.12445,1.25,55.32,132.05,17.23,25.14
TIMIOS,13/05/2020,37.825124,22.12445,0,2.42,21.76,2.42,4.95
TIMIOS,24/08/2018,37.825124,22.12445,0,2.14,94.64,1.49,17.47
TIMIOS,1/7/2020,37.825124,22.12445,0.02,12.68,32.79,5.21,5.78
TITAR_DW,12/7/2020,39.786852,22.380001,0,26.03,65.07,12.36,12.36
TITAR_DW,20/02/2019,39.786852,22.380001,0,2.52,83.06,1.82,20.6
TITAR_DW,20/02/2020,39.786852,22.380001,0.12,18.92,36.31,9.15,9.47
TITAR_MD,16/05/2018,39.715889,22.188656,0.01,24.13,63.6,11.82,19.67
TITAR_MD,11/5/2021,39.715889,22.188656,0,1.36,34.2,1.22,15.61
TITAR_MD,11/7/2020,39.715889,22.188656,0,30.47,65.48,11.31,14.86
TRIKALITIKOS,14/05/2019,38.0772332,22.62260097,1.72,2.31,30.84,1.72,12.8
TRIKALITIKOS,7/7/2020,38.0772332,22.62260097,3.44,6.91,11.47,3.44,3.44
TRIKALITIKOS,18/02/2019,38.0772332,22.62260097,0.09,25.76,129.59,9.55,24.88
TZIROREMA,23/04/2018,37.04517778,22.06461111,0,1.63,27.19,0.66,10.56
TZIROREMA,15/04/2019,37.04517778,22.06461111,3.64,48.46,111.41,24.21,24.21
TZIROREMA,24/05/2020,37.04517778,22.06461111,2.53,14.09,30.36,10.23,15.13
TZIROREMA,26/08/2018,37.04517778,22.06461111,1.8,2.52,19.86,1.8,7.59
TZIROREMA,28/06/2019,37.04517778,22.06461111,0.15,2.07,19.81,1.41,3.8
TZIROREMA,4/7/2021,37.04517778,22.06461111,0,0.63,33.44,0.62,10.04
TZIROREMA,4/3/2018,37.04517778,22.06461111,0.19,36.76,195.61,16.18,30.09
TZIROREMA,4/2/2019,37.04517778,22.06461111,0,43.5,333.94,22.46,60.79
TZIROREMA,24/01/2020,37.04517778,22.06461111,0,0.49,9.85,0.25,3.36
TZIROREMA,3/2/2021,37.04517778,22.06461111,3.03,34.77,185.88,19.06,35.77
VALTOTOPI,30/05/2021,40.9928928,23.5981913,0,10.93,40.97,5.6,18.79
VALTOTOPI,15/09/2020,40.9928928,23.5981913,0,0,11.9,0,5.45
VALTOTOPI,26/09/2021,40.9928928,23.5981913,0,11.06,43.2,7,11.58
VARVAS,14/05/2018,38.20802529,23.90215283,0.06,18.23,47.97,7.06,23.11
VARVAS,4/6/2019,38.20802529,23.90215283,0.12,2.42,11.88,1.82,6.26
VARVAS,3/6/2020,38.20802529,23.90215283,2.15,30.17,47.26,10.74,10.74
VARVAS,14/05/2021,38.20802529,23.90215283,0,0.05,24.27,0.02,17.44
VARVAS,8/3/2018,38.20802529,23.90215283,0.16,2.02,77.84,1.27,12.96
VARVAS,22/02/2019,38.20802529,23.90215283,0.32,10.7,102.74,6.77,24.09
VARVAS,5/2/2020,38.20802529,23.90215283,0,0.23,50.31,0.22,31.94
VARVAS,31/01/2021,38.20802529,23.90215283,0.04,15.01,51.19,11.27,15.82
VARTHOLOMIO_UP,20/04/2018,37.8666805,21.2222493,0.01,0.18,47.79,0.09,19.41
VARTHOLOMIO_UP,10/4/2019,37.8666805,21.2222493,4.08,42.64,92.91,14.34,16.62
VARTHOLOMIO_UP,12/5/2020,37.8666805,21.2222493,0,0.82,10.28,0.44,5.22
VARTHOLOMIO_UP,17/04/2021,37.8666805,21.2222493,0.45,1.41,43.51,0.66,10.04
VARTHOLOMIO_UP,1/9/2018,37.8666805,21.2222493,0,8.2,15.27,4.93,4.93
VARTHOLOMIO_UP,21/06/2019,37.8666805,21.2222493,0.02,0.39,5.44,0.19,1.55
VARTHOLOMIO_UP,21/07/2020,37.8666805,21.2222493,0,2.33,5.91,1.61,1.61
VARTHOLOMIO_UP,6/6/2021,37.8666805,21.2222493,0,0.07,3.15,0.06,2.59
VARTHOLOMIO_UP,9/3/2018,37.8666805,21.2222493,5.17,22.1,204.18,9.79,31.71
VARTHOLOMIO_UP,23/01/2020,37.8666805,21.2222493,0,0.02,12.04,0.01,4.23
VARTHOLOMIO_UP,2/2/2021,37.8666805,21.2222493,7.53,49.6,203.07,30.9,34.81
VATONIA_UP,27/05/2021,40.42113,23.3873,0,0.84,7.87,0.82,4.18
VOURAIKOS,17/04/2021,38.16973396,22.18341207,2.82,3.74,85.54,2.82,15.51
VOZVOZ,11/2/2021,41.01488751,25.31924269,0,25.63,190.68,24.71,48.41
VRODAMAS,24/04/2018,36.97333906,22.58182909,0.43,1.25,21.87,0.44,9.6
VRODAMAS,14/04/2019,36.97333906,22.58182909,2.38,26.43,115.32,18.28,33.23
VRODAMAS,13/04/2021,36.97333906,22.58182909,0,1.63,52.71,1.39,11.68
VRODAMAS,19/07/2019,36.97333906,22.58182909,0.06,8.65,24.44,3.42,5.61
VRODAMAS,25/01/2021,36.97333906,22.58182909,1.43,26.71,136.91,10.9,25.6
VULGARIS_DW,7/5/2018,39.24730167,26.00188208,7.18,7.84,10.46,7.18,7.18
XOLOREM,4/5/2018,39.23024759,22.74505239,0.71,2.16,13.98,1.05,5.53
XOLOREM,31/05/2019,39.23024759,22.74505239,0.02,1.85,9.85,0.97,1.47
XOLOREM,19/05/2020,39.23024759,22.74505239,0,0,16.22,0,5.28
XONDROS,11/9/2021,38.559451,24.158822,7.23,26.78,28.88,12.69,12.69
ZEVGO,23/05/2018,41.09019,23.29307,0.45,22.23,53.24,9.69,9.69
ZEVGO,20/05/2019,41.09019,23.29307,0.01,23.72,62.63,11.85,11.85
ZEVGO,16/09/2020,41.09019,23.29307,0,0,6.46,0,2.7
ZEVGO,28/09/2021,41.09019,23.29307,0,2.58,23.11,1.93,7.55
ZEVGO,4/2/2020,41.09019,23.29307,0,0.46,5.92,0.27,2.3
ZEVGO,3/2/2021,41.09019,23.29307,1.23,19.15,137.8,7.41,30.42
3POTAM,17/09/2018,40.53310984,22.19779814,0,0.03,16.04,0.02,12.32
3POTAM,2/9/2020,40.53310984,22.19779814,0.01,0.01,41.78,0.01,9.79
40POROS_DW,13/05/2019,40.110723,20.722661,8.2,17.42,81.54,8.2,13.59
40POROS_DW,4/9/2019,40.110723,20.722661,3.45,10.21,14.76,6.26,6.26
40POROS_UP,8/7/2021,40.28855271,20.97623538,0,1.34,51.7,1.08,13.89
A2,20/07/2021,40.862941,21.629708,2.81,9.4,29.35,6.39,6.39
A2,20/07/2021,40.52782545,22.71522152,0.11,6.84,8.99,6.73,6.73
ACHELOOS_EKV,20/04/2021,38.365361,21.143363,14.47,16.87,52.93,14.47,14.47
ACHELOOS_EKV,22/08/2021,38.365361,21.143363,0.16,0.21,0.42,0.16,0.18
ACHELOOS_EKV,23/01/2021,38.365361,21.143363,14.58,29.73,331.76,14.58,61.66
AG_DIMITRIOS_UP,9/3/2021,38.111463,24.435745,0.04,3.05,39.81,2.21,10.82
AG_DIMITRIOS_UP,26/05/2021,38.111463,24.435745,0,0.63,1.73,0.63,0.63
AG_FLOROS,23/05/2020,37.16907112,22.02451204,11.26,13.06,36.07,11.26,21.07
AG_FLOROS,13/04/2021,37.16907112,22.02451204,0,2.82,88.83,1.45,13.98
AG_FLOROS,22/04/2018,37.16907112,22.02451204,0.02,1.97,62.63,0.83,27.55
AG_FLOROS,15/04/2019,37.16907112,22.02451204,3.89,56.73,121.98,28.01,28.01
AG_FLOROS,23/07/2020,37.16907112,22.02451204,0,0.44,34.91,0.38,9.29
AG_FLOROS,3/6/2021,37.16907112,22.02451204,0,0.06,0.66,0.04,0.56
AG_FLOROS,4/3/2018,37.16907112,22.02451204,0.2,41.67,210.86,19.09,29.61
AG_FLOROS,28/01/2021,37.16907112,22.02451204,1.3,77.32,187.59,26.19,34.77
AG_FLOROS,31/08/2018,37.16907112,22.02451204,0,7.04,24.63,3.11,8.67
AG_FLOROS,19/06/2019,37.16907112,22.02451204,2.66,10.8,19.86,3.94,4.01
AG_GEORGIOS,28/04/2018,39.27126351,20.84748657,0.13,1.23,22.8,0.54,7.53
AG_GEORGIOS,21/04/2021,39.27126351,20.84748657,1.99,28.76,58.98,19.84,19.84
AG_GEORGIOS,2/9/2018,39.27126351,20.84748657,0,14.07,41.38,9.87,9.87
AG_GEORGIOS,18/04/2019,39.27126351,20.84748657,1.93,62.96,121.86,34.35,34.35
AG_GEORGIOS,5/6/2020,39.27126351,20.84748657,0.01,12.66,44.14,4.49,9.37
AG_GEORGIOS,6/7/2021,39.27126351,20.84748657,0.12,0.18,27.29,0.12,8.68
AG_GEORGIOS,5/7/2020,39.27126351,20.84748657,1.35,4.51,65.15,1.68,25.76
AG_GEORGIOS,22/07/2019,39.27126351,20.84748657,0,12.94,25.92,8.37,8.37
AG_MARKOU,25/02/2018,40.16600678,21.84285204,8.25,30.05,120.29,8.25,30.23
AG_THOMAS,2/5/2018,38.38216987,21.45569016,0.02,0.6,3.66,0.38,1.57
AG_THOMAS,19/04/2021,38.38216987,21.45569016,1.54,2.85,61.04,1.54,15.33
AG_THOMAS,5/7/2021,38.38216987,21.45569016,0,0.03,18.94,0.01,11.59
AG_THOMAS,28/02/2018,38.38216987,21.45569016,23.08,99.38,268.19,31.52,36.61
AG_THOMAS,26/01/2020,38.38216987,21.45569016,1.91,2.06,7.22,1.91,2.97
AG_THOMAS,23/02/2021,38.38216987,21.45569016,0.01,0.22,257.81,0.14,58.09
AGGISTRO,20/05/2020,41.370423,23.353469,0,0.02,36.7,0.01,20.81
AGGISTRO,29/05/2021,41.370423,23.353469,2.75,8.64,22.9,4.95,11.1
AGGISTRO,21/09/2018,41.370423,23.353469,0,0.13,11.69,0.07,8.12
AGGISTRO,20/09/2019,41.370423,23.353469,4.16,4.18,9.85,4.16,4.16
AGGISTRO,4/9/2020,41.370423,23.353469,0.01,0.01,22.92,0.01,5.36
AGGISTRO,4/9/2021,41.370423,23.353469,0.05,4.19,15.46,2.06,4.81
AGGISTRO,28/02/2018,41.370423,23.353469,10.23,51.11,124.01,17.44,17.44
AGGISTRO,28/02/2019,41.370423,23.353469,0.45,11.63,58.16,10.58,16.28
AGGISTRO,4/2/2020,41.370423,23.353469,0,0.33,6.77,0.26,2.76
AGGISTRO,3/2/2021,41.370423,23.353469,0.22,22.26,163.52,10.33,18.88
AGGISTRO,20/05/2019,41.370423,23.353469,0,12.41,65.61,6.19,18.26
AGRILIAS,2/5/2018,38.42163056,21.45882968,0.02,0.6,3.66,0.38,1.57
AGRILIAS,19/04/2021,38.42163056,21.45882968,1.54,2.85,61.04,1.54,15.33
AGRILIAS,17/04/2019,38.42163056,21.45882968,0.29,36.89,95.9,13.43,13.43
AGRILIAS,16/05/2020,38.42163056,21.45882968,0,0.01,13.85,0,6.8
AKROPOTAMI,21/04/2021,39.09374764,21.02740644,2.23,30.35,71.89,23.51,23.51
AKROPOTAMI,23/08/2021,39.09374764,21.02740644,0,0.67,1.04,0.4,0.4
AMYGDAL,20/05/2018,41.136423,25.535138,1.41,2.17,36.3,1.41,12.49
AMYGDAL,8/5/2019,41.136423,25.535138,3.79,18.54,90.84,7.48,25.89
AMYGDAL,24/09/2019,41.136423,25.535138,0,4.7,5.02,4.57,4.57
AMYGDAL,7/9/2020,41.136423,25.535138,0,0.07,10.04,0.06,8.82
AMYGDAL,15/05/2021,41.136423,25.535138,0.03,0.35,18.91,0.3,6.65
AMYGDAL,20/09/2018,41.136423,25.535138,0,1.24,12.43,1.11,6.96
AMYGDAL,5/9/2021,41.136423,25.535138,0,3.69,8.75,3.43,3.43
AMYNTAS,2/9/2020,40.660245,21.64816,0.27,0.27,68.93,0.27,23.53
ARGYRI,30/04/2018,39.13433441,21.62487075,0.48,3.87,19.6,3,5.38
ANTHOXORI,16/04/2021,37.348781,22.146494,0,0.16,67.39,0.15,10.03
APIDITSA,30/06/2021,37.39018312,22.08634712,0,0.2,51.4,0.16,19.68
APIDITSA,31/01/2020,37.39018312,22.08634712,1.31,16.89,24.59,9.88,9.88
